0.00465652	-0.00663173	-5.43E-13	0.00465652	-1.78E-11	0.00465652
0.00461149	-0.00214012	-9.33E-13	0.0046115	1.41E-11	0.00461149
0.00433293	-0.00196398	-1.07E-12	0.00433294	7.75E-12	0.00433293
0.00411243	-0.00186943	-1.13E-12	0.00411244	7.75E-13	0.00411244
0.00392121	-0.0017888	-1.16E-12	0.00392123	-4.61E-12	0.00392122
0.00374599	-0.00171354	-1.19E-12	0.003746	-7.65E-12	0.00374599
0.00358059	-0.00164066	-1.21E-12	0.0035806	-8.32E-12	0.00358059
0.00342191	-0.00156899	-1.22E-12	0.00342192	-6.96E-12	0.00342191
0.00326826	-0.00149782	-1.23E-12	0.00326826	-4.02E-12	0.00326826
0.00311869	-0.00142755	-1.23E-12	0.00311869	3.03E-14	0.00311869
0.00297271	-0.00135727	-1.21E-12	0.00297271	4.75E-12	0.00297271
0.00283009	-0.00128615	-1.18E-12	0.00283008	9.73E-12	0.00283008
0.00269075	-0.00121621	-1.15E-12	0.00269075	1.47E-11	0.00269075
0.00255485	-0.00114629	-1.11E-12	0.00255484	1.92E-11	0.00255485
0.0024226	-0.00107622	-1.07E-12	0.00242259	2.33E-11	0.0024226
0.00229439	-0.00100617	-1.03E-12	0.00229439	2.66E-11	0.00229439
0.0021707	-0.00093633	-1.00E-12	0.00217067	2.92E-11	0.00217068
0.00205205	-0.000867052	-9.80E-13	0.00205204	3.09E-11	0.00205205
0.00193918	-0.000796451	-9.72E-13	0.00193915	3.19E-11	0.00193916
0.00183276	-0.000726656	-9.77E-13	0.00183274	3.23E-11	0.00183275
0.00173359	-0.000657686	-9.95E-13	0.00173358	3.21E-11	0.00173359
0.00164245	-0.000587953	-1.03E-12	0.00164244	3.15E-11	0.00164245
0.00156008	-0.000518852	-2.33E-08	0.00156006	3.08E-11	0.00156007
0.00148709	-0.000449635	-1.12E-12	0.00148708	3.03E-11	0.00148709
0.00142403	-0.00038007	-1.17E-12	0.00142403	3.02E-11	0.00142403
0.00137129	-0.000311265	-2.42E-08	0.00137127	3.07E-11	0.00137127
0.00132901	-0.000242411	-1.24E-12	0.00132901	3.21E-11	0.00132901
0.00129735	-0.000172878	-1.24E-12	0.00129735	3.45E-11	0.00129735
0.00127629	-0.000103679	-1.20E-12	0.0012763	3.80E-11	0.00127629
0.00126581	-3.47E-05	-1.11E-12	0.00126581	4.23E-11	0.00126581
0.00126586	0.000034705	-9.47E-13	0.00126587	4.73E-11	0.00126586
0.00127646	0.000103711	-7.15E-13	0.00127647	5.24E-11	0.00127646
0.00129761	0.000172965	-4.05E-13	0.00129765	5.73E-11	0.00129763
0.0013294	0.000242582	-1.14E-14	0.00132944	6.14E-11	0.00132942
0.00137177	0.000311538	4.65E-13	0.00137183	6.44E-11	0.00137181
0.0014247	0.000381149	1.02E-12	0.00142475	6.57E-11	0.00142472
0.0014879	0.000450857	1.66E-12	0.00148797	6.52E-11	0.00148794
0.00156107	0.000519563	2.39E-12	0.00156112	6.27E-11	0.00156109
0.00164362	0.00058884	3.18E-12	0.00164368	5.81E-11	0.00164365
0.00173495	0.000658748	4.11E-12	0.00173501	5.16E-11	0.00173498
0.00183431	0.000729178	4.96E-12	0.00183437	4.33E-11	0.00183434
0.00194092	0.000798508	5.98E-12	0.00194096	3.33E-11	0.00194094
0.00205399	0.000868028	6.90E-12	0.00205402	2.21E-11	0.00205401
0.0021728	0.000938696	7.88E-12	0.00217283	9.98E-12	0.00217281
0.00229666	0.00100806	8.83E-12	0.00229668	-2.64E-12	0.00229667
0.00242502	0.00107823	9.73E-12	0.00242502	-1.52E-11	0.00242502
0.00255737	0.00114839	1.05E-11	0.00255736	-2.74E-11	0.00255737
0.00269335	0.00121836	1.12E-11	0.00269334	-3.85E-11	0.00269335
0.00283273	0.00128887	1.17E-11	0.00283271	-4.81E-11	0.00283272
0.00297538	0.00135839	1.20E-11	0.00297535	-5.58E-11	0.00297537
0.00312134	0.00142883	1.21E-11	0.00312129	-6.11E-11	0.00312131
0.00327083	0.00149972	1.19E-11	0.00327078	-6.39E-11	0.00327081
0.00342437	0.00157039	1.14E-11	0.00342432	-6.41E-11	0.00342435
0.0035829	0.00164193	1.05E-11	0.00358286	-6.19E-11	0.00358288
0.00374811	0.00171459	-1.23E-09	0.00374807	-5.77E-11	0.00374809
0.0039231	0.00178961	-1.05E-09	0.00392307	-5.22E-11	0.00392309
0.00411406	0.0018701	5.81E-12	0.00411404	-4.66E-11	0.00411405
0.00433427	0.0019645	3.67E-12	0.00433426	-4.08E-11	0.00433426
0.00461252	0.00214053	1.55E-12	0.00461252	-3.53E-11	0.00461252
0.00465725	0.00663265	5.62E-15	0.00465725	1.98E-11	0.00465725
